Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Consent,Cultivar,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,TISSUE,Avg_Spot_Len (run),Mbases (run),Mbytes (run),Raw_reads (run)
SRR6123177,WGS,50,197236750,PRJNA408137,SAMN07675546,Plant,71296224,"UNIVERSITY OF CALIFORNIA, DAVIS",public,Alca_Tarma_dihaploid_172,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3235681,Peru,South America,Peru,Illumina HiSeq 4000,KFRAG_00051,SINGLE,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-02T00:00:00Z,LOP868_172,SRP119212,leaf,50,232,116,3944735
SRR6123178,WGS,50,233476300,PRJNA408137,SAMN07675547,Plant,83843302,"UNIVERSITY OF CALIFORNIA, DAVIS",public,Alca_Tarma_dihaploid_198,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3235680,Peru,South America,Peru,Illumina HiSeq 4000,KFRAG_00052,SINGLE,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-02T00:00:00Z,LOP868_198,SRP119212,leaf,50,272,136,4669526
SRR6123179,WGS,50,199403450,PRJNA408137,SAMN07675551,Plant,71821733,"UNIVERSITY OF CALIFORNIA, DAVIS",public,Alca_Tarma_dihaploid_220,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3235679,Peru,South America,Peru,Illumina HiSeq 4000,KFRAG_00057,SINGLE,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-02T00:00:00Z,LOP868_220,SRP119212,leaf,50,201,116,3988069
SRR6123180,WGS,50,194069850,PRJNA408137,SAMN07675553,Plant,69623545,"UNIVERSITY OF CALIFORNIA, DAVIS",public,Alca_Tarma_dihaploid_224,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3235678,Peru,South America,Peru,Illumina HiSeq 4000,KFRAG_00058,SINGLE,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-02T00:00:00Z,LOP868_224,SRP119212,leaf,50,238,114,3881397
SRR6123181,WGS,50,188026950,PRJNA408137,SAMN07675558,Plant,67584031,"UNIVERSITY OF CALIFORNIA, DAVIS",public,Alca_Tarma_dihaploid_244,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3235677,Peru,South America,Peru,Illumina HiSeq 4000,KFRAG_00055,SINGLE,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-02T00:00:00Z,LOP868_244,SRP119212,leaf,50,304,110,3760539
SRR6123182,WGS,50,245375400,PRJNA408137,SAMN07675550,Plant,87978601,"UNIVERSITY OF CALIFORNIA, DAVIS",public,Alca_Tarma_dihaploid_219,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3235676,Peru,South America,Peru,Illumina HiSeq 4000,KFRAG_00056,SINGLE,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-02T00:00:00Z,LOP868_219,SRP119212,leaf,50,303,143,4907508
SRR6123183,WGS,300,58919383200,PRJNA408137,SAMN07675497,Plant,27188195025,"UNIVERSITY OF CALIFORNIA, DAVIS",public,IVP_101,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3235675,Peru,South America,Peru,Illumina HiSeq 4000,KFRAG_00468,SINGLE,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-02T00:00:00Z,IVP_101,SRP119212,leaf,300,193,34895,392795888
SRR6123184,WGS,88,339224401,PRJNA408137,SAMN07675581,Plant,156349741,"UNIVERSITY OF CALIFORNIA, DAVIS",public,Alca_Tarma_dihaploid_289,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3235674,Peru,South America,Peru,Illumina HiSeq 4000,KFRAG_00169,SINGLE,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-02T00:00:00Z,LOP868_289,SRP119212,leaf,90,132,223,3829995
SRR6123185,WGS,88,391001725,PRJNA408137,SAMN07675580,Plant,180549370,"UNIVERSITY OF CALIFORNIA, DAVIS",public,Alca_Tarma_dihaploid_286,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3235673,Peru,South America,Peru,Illumina HiSeq 4000,KFRAG_00168,SINGLE,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-02T00:00:00Z,LOP868_286,SRP119212,leaf,90,613,258,4411138
SRR6123186,WGS,88,244646055,PRJNA408137,SAMN07675579,Plant,112900469,"UNIVERSITY OF CALIFORNIA, DAVIS",public,Alca_Tarma_dihaploid_281,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3235672,Peru,South America,Peru,Illumina HiSeq 4000,KFRAG_00167,SINGLE,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-02T00:00:00Z,LOP868_281,SRP119212,leaf,90,152,161,2762429
SRR6123187,WGS,88,225313624,PRJNA408137,SAMN07675578,Plant,104183666,"UNIVERSITY OF CALIFORNIA, DAVIS",public,Alca_Tarma_dihaploid_280,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3235671,Peru,South America,Peru,Illumina HiSeq 4000,KFRAG_00166,SINGLE,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-02T00:00:00Z,LOP868_280,SRP119212,leaf,90,186,149,2552214
SRR6123188,WGS,88,385659591,PRJNA408137,SAMN07675571,Plant,179335375,"UNIVERSITY OF CALIFORNIA, DAVIS",public,Alca_Tarma_dihaploid_269,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3235670,Peru,South America,Peru,Illumina HiSeq 4000,KFRAG_00165,SINGLE,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-02T00:00:00Z,LOP868_269,SRP119212,leaf,90,177,255,4360447
SRR6123189,WGS,50,221772450,PRJNA408137,SAMN07675659,Plant,79260115,"UNIVERSITY OF CALIFORNIA, DAVIS",public,Alca_Tarma_dihaploid_538,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3235669,Peru,South America,Peru,Illumina HiSeq 4000,KFRAG_00164,SINGLE,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-02T00:00:00Z,LOP868_538,SRP119212,leaf,50,214,130,4435449
SRR6123190,WGS,50,211239050,PRJNA408137,SAMN07675658,Plant,75509427,"UNIVERSITY OF CALIFORNIA, DAVIS",public,Alca_Tarma_dihaploid_535,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3235668,Peru,South America,Peru,Illumina HiSeq 4000,KFRAG_00163,SINGLE,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-02T00:00:00Z,LOP868_535,SRP119212,leaf,50,238,123,4224781
SRR6123191,WGS,50,736779250,PRJNA408137,SAMN07675657,Plant,262877612,"UNIVERSITY OF CALIFORNIA, DAVIS",public,Alca_Tarma_dihaploid_532,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3235667,Peru,South America,Peru,Illumina HiSeq 4000,KFRAG_00162,SINGLE,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-02T00:00:00Z,LOP868_532,SRP119212,leaf,50,226,425,14735585
SRR6123192,WGS,50,611955000,PRJNA408137,SAMN07675656,Plant,218755347,"UNIVERSITY OF CALIFORNIA, DAVIS",public,Alca_Tarma_dihaploid_529,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3235666,Peru,South America,Peru,Illumina HiSeq 4000,KFRAG_00161,SINGLE,RANDOM,GENOMIC,Solanum tuberosum,ILLUMINA,2017-10-02T00:00:00Z,LOP868_529,SRP119212,leaf,50,215,354,12239100
